aclass_id,bus,smm,prikljucna_moc_odjem,prikljucna_moc_oddaja,x_y,lon_lat
PMO,55422,84685.0,6.0,0.0,"(530547.1593000004, 153847.1654000003)","(21.488299417073904, 49.25322026060859)"
PMO,55428,30191.0,6.0,0.0,"(530539.8786000004, 154157.94820000045)","(21.488178978734325, 49.2560159141422)"
PMO,55428,30192.0,6.0,0.0,"(530539.8786000004, 154157.94820000045)","(21.488178978734325, 49.2560159141422)"
PMO,55428,88589.0,6.0,0.0,"(530539.8786000004, 154157.94820000045)","(21.488178978734325, 49.2560159141422)"
PMO,55428,88590.0,6.0,0.0,"(530539.8786000004, 154157.94820000045)","(21.488178978734325, 49.2560159141422)"
PMO,55428,88638.0,6.0,0.0,"(530539.8786000004, 154157.94820000045)","(21.488178978734325, 49.2560159141422)"
PMO,55428,30193.0,6.0,0.0,"(530539.8786000004, 154157.94820000045)","(21.488178978734325, 49.2560159141422)"
PMO,55428,2728.0,6.0,0.0,"(530539.8786000004, 154157.94820000045)","(21.488178978734325, 49.2560159141422)"
PMO,55428,2707.0,6.0,0.0,"(530539.8786000004, 154157.94820000045)","(21.488178978734325, 49.2560159141422)"
PMO,78468,124630.0,17.0,0.0,"(530708.0861, 153760.43909999914)","(21.49039376960905, 49.2524493160037)"
PMO,55432,,,,"(530535.3669999996, 153772.39499999955)","(21.488152736261302, 49.25254687533433)"
PMO,55434,30197.0,17.0,0.0,"(530534.1374000004, 154123.22800000012)","(21.488107421642717, 49.25570320729569)"
PMO,55435,2671.0,43.0,33.0,"(530534.0148, 154074.3150999993)","(21.488109926245478, 49.25526313665727)"
PMO,55440,30223.0,14.0,0.0,"(530527.7293999996, 153857.6958000008)","(21.488046541260076, 49.25331387327913)"
PMO,55446,87039.0,17.0,14.0,"(530518.1585999997, 153833.6657999996)","(21.48792442570369, 49.25309712226432)"
PMO,55450,30198.0,14.0,0.0,"(530515.5159, 154078.36800000072)","(21.487869658187698, 49.25529852563137)"
PMO,55454,,,,"(530513.5790999997, 153853.63599999994)","(21.48786335999265, 49.25327652580015)"
PMO,55456,30221.0,14.0,0.0,"(530510.7984999996, 153834.60590000078)","(21.487828891071985, 49.2531051526544)"
PMO,55462,30204.0,17.0,0.0,"(530505.5044999998, 154036.72780000046)","(21.48774329973687, 49.25492331201351)"
PMO,55457,30203.0,17.0,0.0,"(530508.9850000003, 154050.71780000068)","(21.48778726926458, 49.25504938062457)"
PMO,55455,30200.0,17.0,0.0,"(530512.2154000001, 154063.7879000008)","(21.487828072278635, 49.25516715845499)"
PMO,55463,30195.0,17.0,0.0,"(530504.5269999998, 154121.43850000016)","(21.48772352499962, 49.255685387237314)"
PMO,55468,30219.0,11.0,0.0,"(530499.0889999997, 153856.34630000032)","(21.487675204780324, 49.253300068080925)"
PMO,55468,30220.0,6.0,0.0,"(530499.0889999997, 153856.34630000032)","(21.487675204780324, 49.253300068080925)"
PMO,55472,2692.0,17.0,0.0,"(530492.9747000001, 153713.81519999914)","(21.48760784839316, 49.252017376888766)"
PMO,55475,30202.0,14.0,0.0,"(530492.6650999999, 154061.6782000009)","(21.48757468437404, 49.255147041545975)"
PMO,55476,30201.0,17.0,0.0,"(530492.1047999999, 154052.19810000062)","(21.487568211812402, 49.255061717649326)"
PMO,55477,30218.0,17.0,0.0,"(530491.6091, 153862.00650000013)","(21.487577720503776, 49.25335055748555)"
PMO,55477,111234.0,120.0,0.0,"(530491.6091, 153862.00650000013)","(21.487577720503776, 49.25335055748555)"
PMO,55479,2688.0,6.0,0.0,"(530485.9233999997, 154006.87780000083)","(21.487491838528122, 49.25465361695729)"
PMO,55482,91608.0,22.0,0.0,"(530483.8779999996, 153830.08630000055)","(21.48748012777206, 49.25306292573061)"
PMO,55482,91607.0,35.0,0.0,"(530483.8779999996, 153830.08630000055)","(21.48748012777206, 49.25306292573061)"
PMO,55482,91598.0,17.0,0.0,"(530483.8779999996, 153830.08630000055)","(21.48748012777206, 49.25306292573061)"
PMO,55482,91609.0,17.0,0.0,"(530483.8779999996, 153830.08630000055)","(21.48748012777206, 49.25306292573061)"
PMO,55486,30458.0,17.0,0.0,"(530479.6371999998, 154137.40909999982)","(21.487399365853875, 49.255827625887356)"
PMO,55488,89294.0,17.0,0.0,"(530476.9566000002, 153785.07599999942)","(21.487394134544765, 49.252657570855526)"
PMO,55488,30244.0,24.0,0.0,"(530476.9566000002, 153785.07599999942)","(21.487394134544765, 49.252657570855526)"
PMO,55487,94808.0,14.0,0.0,"(530478.6379000004, 154162.9293000009)","(21.487384265452455, 49.256057169922876)"
PMO,55493,30455.0,14.0,0.0,"(530472.7665999997, 154121.1889999993)","(21.487311614038138, 49.255681296042084)"
PMO,55500,30522.0,17.0,0.0,"(530464.4659000002, 154100.73900000006)","(21.48720566909258, 49.25549682703663)"
PMO,55502,2735.0,17.0,0.0,"(530461.4881999996, 153844.0867999997)","(21.4871885722191, 49.253187584493965)"
PMO,55503,2684.0,24.0,0.0,"(530459.8186999997, 153860.7770000007)","(21.48716552013955, 49.253337647145216)"
PMO,55503,2714.0,11.0,0.0,"(530459.8186999997, 153860.7770000007)","(21.48716552013955, 49.253337647145216)"
PMO,55503,2715.0,28.0,0.0,"(530459.8186999997, 153860.7770000007)","(21.48716552013955, 49.253337647145216)"
PMO,55503,85745.0,6.0,0.0,"(530459.8186999997, 153860.7770000007)","(21.48716552013955, 49.253337647145216)"
PMO,55506,104668.0,22.0,0.0,"(530454.7911, 153944.30780000053)","(21.48709330890769, 49.25408887138976)"
PMO,55511,30439.0,17.0,0.0,"(530449.5552000003, 154084.33909999952)","(21.487013654069663, 49.25534841155794)"
PMO,55513,89293.0,17.0,0.0,"(530446.8334999997, 154028.8286000006)","(21.486983011091674, 49.25484883188084)"
PMO,55513,116244.0,14.0,0.0,"(530446.8334999997, 154028.8286000006)","(21.486983011091674, 49.25484883188084)"
PMO,55514,30207.0,28.0,0.0,"(530444.7917, 153969.1782000009)","(21.48696153404108, 49.2543120455376)"
PMO,55515,30437.0,17.0,0.0,"(530444.7940999996, 154047.43879999965)","(21.486954999088653, 49.25501614692245)"
PMO,55515,89267.0,17.0,0.0,"(530444.7940999996, 154047.43879999965)","(21.486954999088653, 49.25501614692245)"
PMO,55516,84922.0,4.0,0.0,"(530444.1292000003, 153884.63739999942)","(21.486960034474976, 49.2535514034301)"
PMO,55517,30454.0,17.0,0.0,"(530442.3267999999, 154141.0697000008)","(21.486915142175704, 49.25585838919302)"
PMO,55520,2672.0,11.0,0.0,"(530437.5789999999, 153881.2575000003)","(21.486875365396617, 49.253520613623586)"
PMO,55520,30210.0,17.0,0.0,"(530437.5789999999, 153881.2575000003)","(21.486875365396617, 49.253520613623586)"
PMO,55523,30243.0,17.0,0.0,"(530433.1358000003, 153776.27669999935)","(21.486826549186418, 49.25257585504514)"
PMO,55526,30208.0,17.0,0.0,"(530430.8009000001, 153948.9682)","(21.486781774317635, 49.25412940417922)"
PMO,55529,30456.0,14.0,0.0,"(530429.6657999996, 154111.07960000075)","(21.486753445986327, 49.25558783484841)"
PMO,55532,30453.0,17.0,0.0,"(530424.2467999998, 154146.83000000007)","(21.486680160579056, 49.25590916130173)"
PMO,55533,30450.0,14.0,0.0,"(530421.8051000005, 154092.12959999964)","(21.486653083928793, 49.25541688627281)"
PMO,55535,30242.0,17.0,0.0,"(530421.2652000003, 153762.33669999987)","(21.486673766543134, 49.25244974736585)"
TR,243,,,,"(530670.5350000001, 153984.66459999979)","(21.489888056885366, 49.254464475525744)"
PMO,55541,30217.0,14.0,0.0,"(530419.5289000003, 153884.51779999956)","(21.486640991427286, 49.253548895249786)"
PMO,55542,30430.0,14.0,0.0,"(530417.0791999996, 153896.15799999982)","(21.486608242850963, 49.253653478086214)"
PMO,55544,30451.0,17.0,0.0,"(530415.0357999997, 154117.1699000001)","(21.486563184092624, 49.25564177655803)"
PMO,55545,30440.0,14.0,0.0,"(530412.9941999996, 154066.00950000063)","(21.486541000586406, 49.25518137373945)"
PMO,55547,30211.0,6.0,0.0,"(530411.9183, 153870.26779999956)","(21.48654348240955, 49.25342024644235)"
PMO,55547,30212.0,6.0,0.0,"(530411.9183, 153870.26779999956)","(21.48654348240955, 49.25342024644235)"
PMO,55547,30214.0,6.0,0.0,"(530411.9183, 153870.26779999956)","(21.48654348240955, 49.25342024644235)"
PMO,55547,30213.0,6.0,0.0,"(530411.9183, 153870.26779999956)","(21.48654348240955, 49.25342024644235)"
PMO,55549,30438.0,14.0,0.0,"(530408.3634000001, 154042.34940000065)","(21.48648292670172, 49.254968236934474)"
PMO,55551,30457.0,17.0,0.0,"(530406.4967999998, 154155.5404000003)","(21.486449210897035, 49.255986493838996)"
PMO,55552,30432.0,17.0,0.0,"(530406.3601000002, 153931.7485000007)","(21.48646623263315, 49.2539730572233)"
PMO,55555,30449.0,17.0,0.0,"(530405.0050999997, 154099.40990000032)","(21.486434577833474, 49.25548140768285)"
PMO,55556,30433.0,17.0,0.0,"(530403.3602, 153936.77850000001)","(21.486426902749905, 49.25401813676592)"
PMO,55557,2712.0,11.0,0.0,"(530401.3792000003, 153902.07829999924)","(21.486404124419053, 49.25370582779019)"
PMO,55557,83581.0,17.0,0.0,"(530401.3792000003, 153902.07829999924)","(21.486404124419053, 49.25370582779019)"
PMO,55559,30428.0,17.0,0.0,"(530399.1385000004, 153882.69810000062)","(21.486376691415146, 49.25353133588438)"
PMO,55560,30435.0,17.0,0.0,"(530398.7309999997, 153965.2888999991)","(21.486364469181154, 49.25427437170793)"
PMO,55561,30442.0,14.0,0.0,"(530397.0241999999, 154073.75980000012)","(21.48633322081628, 49.25525017183999)"
PMO,55565,30452.0,17.0,0.0,"(530394.5757999998, 154126.0603)","(21.48629707157969, 49.25572057038171)"
PMO,55566,30448.0,17.0,0.0,"(530392.8151000002, 154103.6001999993)","(21.48627612229687, 49.2555183969985)"
PMO,55568,30431.0,17.0,0.0,"(530387.7845999999, 153909.52270000055)","(21.486227183593662, 49.25377201198387)"
PMO,55571,30441.0,17.0,0.0,"(530387.0932999998, 154045.27979999967)","(21.486206811265646, 49.25499336198029)"
PMO,55573,30460.0,14.0,0.0,"(530381.5614, 153984.2193)","(21.486140194719606, 49.25444368559783)"
PMO,55577,30429.0,17.0,0.0,"(530378.0883, 153884.57850000076)","(21.486103523377047, 49.253547026804036)"
PMO,55579,30461.0,14.0,0.0,"(530374.6612999998, 153999.8621999994)","(21.486049387812564, 49.254584020619056)"
PMO,55581,30434.0,14.0,0.0,"(530373.5204999996, 153957.64919999987)","(21.486038139963764, 49.254204168837475)"
PMO,55584,30447.0,14.0,0.0,"(530370.2550999997, 154112.43060000055)","(21.485982778103853, 49.255596527892656)"
PMO,55586,30446.0,17.0,0.0,"(530369.6240999997, 154080.5002999995)","(21.485977278220624, 49.25530921809682)"
PMO,55587,30443.0,17.0,0.0,"(530367.5434999997, 154060.95020000078)","(21.485951936571592, 49.255133206906464)"
PMO,55588,30463.0,14.0,0.0,"(530366.7910000002, 153977.52950000018)","(21.485949189608455, 49.25438263710881)"
PMO,55593,30462.0,17.0,10.0,"(530357.4424, 154030.35009999946)","(21.485823499881775, 49.254857312419105)"
PMO,55595,30445.0,17.0,0.0,"(530355.4641000004, 154085.19060000032)","(21.485793230128017, 49.255350590306385)"
RO,2860,,,,"(530614.5626999997, 153929.52500000037)","(21.48916671919818, 49.25396514965445)"
RO,2861,,,,"(530582.3731000004, 153957.00579999946)","(21.488746936005448, 49.2542105251013)"
RO,2862,,,,"(530534.8115999997, 153926.6462999992)","(21.48813262185447, 49.253934624161346)"
PMO,55599,30444.0,17.0,0.0,"(530349.3433999997, 154064.99049999937)","(21.485715544186277, 49.25516849541466)"
RO,2864,,,,"(530490.6840000004, 154025.41789999977)","(21.487552028557946, 49.254820696792294)"
RO,2865,,,,"(530490.6739999996, 154025.25789999962)","(21.487551912268707, 49.25481925671002)"
RO,2859,,,,"(530624.3164999997, 154054.6559999995)","(21.48928277111593, 49.25509150386318)"
RO,2867,,,,"(530465.5811999999, 153943.5175999999)","(21.487233318527778, 49.25408238978174)"
junction,96059,,,,"(530669.1513999999, 153865.1735999994)","(21.489880080072872, 49.25338934861418)"
PMO,55615,30493.0,14.0,0.0,"(530331.6523000002, 154036.7006000001)","(21.48548847348933, 49.25491294229187)"
junction,97094,,,,"(530582.2851, 154025.6464000009)","(21.488740055778784, 49.25482807144285)"
PMO,55625,30464.0,17.0,0.0,"(530317.2416000003, 154018.59070000052)","(21.485303093962244, 49.254749168474795)"
junction,94541,,,,"(530559.4951, 153843.3548000008)","(21.488459723817847, 49.25318669301872)"
PMO,77748,124339.0,17.0,0.0,"(530603.8502000002, 154089.2053999994)","(21.48901443919316, 49.25540115468518)"
junction,96697,,,,"(530337.4517000001, 154015.33029999956)","(21.485565488389135, 49.2547210147785)"
