from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,max_i_ka,type,d_mm2,coords,coords_transformed
2207,2209,0.028000000864267,1.379999995231628,0.086999997496605,0.101000003516674,cs,16.0,"[[520363.74340000004, 152457.42080000043], [520363.3833999997, 152458.67090000026], [520363.22360000014, 152465.11099999957], [520348.8409000002, 152467.50679999962], [520348.8132999996, 152467.51139999926]]","[[21.35637507471823, 49.240049774948375], [21.356370275446004, 49.24006099543962], [21.35636752596756, 49.24011892339651], [21.35618078753822, 49.24013942764325], [21.356180429191987, 49.24013946701276]]"
41765,41785,0.029999999329448,2.233433246612549,0.094233341515064,0.079000003635883,cs,10.0,"[[520363.92260000017, 152433.57049999945], [520350.3822999997, 152435.16090000048]]","[[21.356379907269215, 49.2398352141254], [21.356204177077743, 49.239848533967375]]"
2171,41776,0.064999997615814,0.568000018596649,0.075000002980232,0.202999994158745,cs,70.0,"[[520360.6617999999, 152411.01019999944], [520362.6727999998, 152410.71220000088], [520364.17179999966, 152410.49010000005], [520368.41500000004, 152414.5058999993], [520368.8421, 152414.91009999998], [520368.7522999998, 152414.4553999994], [520367.2017999999, 152406.59999999963], [520367.2315999996, 152401.46990000084], [520367.1216000002, 152399.94989999942], [520366.3013000004, 152392.18979999982], [520365.8510999996, 152386.23970000073], [520364.67080000043, 152377.68960000016], [520364.06060000043, 152373.31959999911], [520359.1810999997, 152373.60979999974], [520358.94049999956, 152373.67980000004], [520358.83050000016, 152374.25980000012], [520358.67059999984, 152374.78979999945]]","[[21.35634000136821, 49.239632007925344], [21.356366107145437, 49.23962947370751], [21.356385566394966, 49.23962758496037], [21.356440160887566, 49.23966402360896], [21.35644565611044, 49.239667691246645], [21.356444539600666, 49.23966359389439], [21.3564252622761, 49.23959280807422], [21.356426188297895, 49.239546656294614], [21.356424921940743, 49.23953297328646], [21.356415102332583, 49.23946309814475], [21.356409891009143, 49.239409534037215], [21.356395486844548, 49.23933252522502], [21.35638803480054, 49.239293165118], [21.356324737544163, 49.2392954197726], [21.356321610602954, 49.23929603197752], [21.35632012334255, 49.239301242031765], [21.35631799434757, 49.239305998608415]]"
41272,41743,0.046000000089407,0.357999980449676,0.076999999582767,0.212999999523163,cs,95.0,"[[520365.0005999999, 152373.01960000023], [520364.16060000006, 152373.22959999926], [520364.8108000001, 152377.68960000016], [520365.9911000002, 152386.20969999954], [520366.44130000006, 152392.13979999907], [520367.3716000002, 152401.43989999965], [520367.3417999996, 152406.5700000003], [520368.7943000002, 152407.5552999992], [520368.9313000003, 152407.6481999997], [520370.7619000003, 152408.88990000077]]","[[21.35640025423092, 49.23929053472161], [21.356389340850285, 49.23929236271455], [21.356397302060856, 49.23933253544392], [21.356411709383778, 49.239409274354976], [21.356416922812794, 49.2394626585285], [21.356428006676992, 49.23954639661214], [21.356427080656722, 49.23959254839179], [21.356445809973955, 49.239601518852105], [21.35644757652959, 49.23960236464444], [21.35647118129004, 49.23961366944986]]"
41272,41755,0.035999998450279,0.532999992370606,0.079000003635883,0.175999999046326,cs,70.0,"[[520365.0005999999, 152373.01960000023], [520364.3005999997, 152373.2396000009], [520364.96079999954, 152377.68960000016], [520366.15110000037, 152386.20969999954], [520366.6013000002, 152392.13979999907], [520367.38159999996, 152399.92989999987], [520367.8104999997, 152399.8655999992], [520368.1815999998, 152399.8099000007]]","[[21.35640025423092, 49.23929053472161], [21.356391155013316, 49.23929246290053], [21.35639924693547, 49.239332546392696], [21.356413783919614, 49.23940928603342], [21.35641899735064, 49.23946267020686], [21.35642829517285, 49.23953281232965], [21.35643386300162, 49.23953226514676], [21.35643868049793, 49.239531791116534]]"
41272,41774,0.03999999910593,0.305000007152557,0.07600000500679,0.243000000715256,cs,120.0,"[[520365.0005999999, 152373.01960000023], [520364.1805999996, 152373.1495999992], [520359.3104999997, 152373.45969999954], [520359.1810999997, 152373.60979999974], [520358.94049999956, 152373.88979999907], [520361.24120000005, 152392.44999999925], [520361.6113, 152395.43999999948]]","[[21.35640025423092, 49.23929053472161], [21.356389608582347, 49.23929164443863], [21.35632643111292, 49.23929407881457], [21.356324737544163, 49.2392954197726], [21.35632158850956, 49.2392979212839], [21.35634946640308, 49.23946506972899], [21.356353950514645, 49.239491996869056]]"
2171,41783,0.026000000536442,0.320999979972839,0.079000003635883,0.232999995350838,cs,70.0,"[[520351.3607000001, 152385.63010000065], [520360.0409000004, 152384.56990000047], [520359.0505999997, 152376.0798000004], [520358.67059999984, 152374.78979999945]]","[[21.35622207482028, 49.239402991832385], [21.35633473250529, 49.23939408723732], [21.356322785644476, 49.23931763208795], [21.35631799434757, 49.239305998608415]]"
41271,41760,0.010999999940395,2.233454704284668,0.094181813299656,0.079000003635883,cs,10.0,"[[520367.53110000025, 152386.3596999999], [520366.3510999996, 152385.41970000044], [520366.051, 152381.96969999932], [520365.7209000001, 152379.69959999993], [520365.5508000003, 152378.60960000008], [520365.6808000002, 152377.55959999934]]","[[21.356431661012845, 49.239410736263125], [21.356416460190708, 49.239402193240714], [21.356412932052564, 49.23937113273119], [21.35640889082656, 49.23935068523473], [21.35640679999827, 49.23934086641905], [21.356408596008723, 49.23933142937575]]"
41745,41746,0.012000000104308,2.233416557312012,0.094250001013279,0.079000003635883,cs,10.0,"[[520369.90270000044, 152432.5203000009], [520369.8024000004, 152422.6001999993], [520369.8024000004, 152422.39010000043]]","[[21.356457555409577, 49.23982620228337], [21.356457298383848, 49.239736946832856], [21.356457320483436, 49.239735056626905]]"
2204,41751,0.017000000923872,0.870000004768372,0.083999998867512,0.131999999284744,cs,25.0,"[[520369.32210000046, 152414.36999999918], [520369.4121000003, 152414.1099999994], [520369.38879999984, 152413.79739999957], [520368.9313000003, 152407.6481999997], [520368.76180000044, 152405.36989999935], [520368.8817999996, 152404.38990000077], [520368.9018000001, 152404.38990000077]]","[[21.356451936558535, 49.23966286716428], [21.356453130838805, 49.239660534591856], [21.35645286161444, 49.23965772052387], [21.35644757652959, 49.23960236464444], [21.356445618459077, 49.239581855098656], [21.356447277449213, 49.2395730470941], [21.35644753676697, 49.239573048553844]]"
41741,98715,0.014000000432134,0.567999958992004,0.074999995529652,0.202999994158745,cs,70.0,"[[520369.2324999999, 152425.97020000033], [520369.3825000003, 152426.15020000003], [520369.5427000001, 152432.42029999942], [520369.88269999996, 152432.76029999927], [520369.89360000007, 152432.76129999943], [520372.0527999997, 152432.96020000055], [520372.1928000003, 152432.88020000048]]","[[21.356449554621086, 49.239767224105776], [21.356451480577405, 49.23976885445913], [21.35645289818727, 49.239825276338735], [21.356457270845887, 49.23982836003081], [21.35645741206954, 49.239828369823044], [21.35648538722341, 49.23983031685352], [21.356487210870704, 49.23982960733534]]"
41741,97096,0.014000000432134,0.567999958992004,0.074999995529652,0.202999994158745,cs,70.0,"[[520369.4625000004, 152425.93019999936], [520369.63269999996, 152432.41029999964], [520369.88269999996, 152432.71030000038], [520369.8956000004, 152432.71120000072], [520372.1928000003, 152432.88020000048]]","[[21.35645254099324, 49.23976688102478], [21.356454066174376, 49.23982519294052], [21.35645727610521, 49.23982791019599], [21.35645744327127, 49.239827919234536], [21.356487210870704, 49.23982960733534]]"
41771,41774,0.010999999940395,0.532999992370606,0.078999996185303,0.175999999046326,cs,70.0,"[[520361.6113, 152395.43999999948], [520362.2915000003, 152400.86009999923], [520361.5214999998, 152401.55010000058], [520361.83160000015, 152404.0401000008]]","[[21.356353950514645, 49.239491996869056], [21.356362199699653, 49.23954080951801], [21.356352143382466, 49.239546961031245], [21.356355902149353, 49.23956938544267]]"
41750,41762,0.014999999664724,2.233400106430054,0.094200007617474,0.079000003635883,cs,10.0,"[[520369.0416000001, 152399.66980000027], [520369.06159999967, 152399.66980000027], [520367.8015999999, 152398.96990000084], [520367.70150000043, 152398.29990000091], [520367.33139999956, 152395.20979999937], [520367.0312999999, 152392.7298000008], [520367.14130000025, 152391.68979999982], [520367.1612999998, 152391.68979999982]]","[[21.35644984588955, 49.23953059344805], [21.356450105207095, 49.23953059490777], [21.356433841823225, 49.2395242061557], [21.35643261441588, 49.23951817106262], [21.356428140793305, 49.239490343356174], [21.35642451060875, 49.23946800964358], [21.35642604625145, 49.23945866110743], [21.35642630556866, 49.2394586625672]]"
2203,41738,0.012000000104308,0.358000010251999,0.076999999582767,0.212999999523163,cs,95.0,"[[520370.45210000034, 152414.26999999955], [520377.6124, 152418.53989999928]]","[[21.3564665985539, 49.23966204996808], [21.356558989288665, 49.239700987517935]]"
2204,41746,0.014999999664724,0.870000004768372,0.084000006318092,0.131999999284744,cs,25.0,"[[520369.32210000046, 152414.36999999918], [520369.4422000004, 152416.34009999968], [520369.8024000004, 152422.39010000043]]","[[21.356451936558535, 49.23966286716428], [21.356453286536315, 49.239680600322224], [21.356457320483436, 49.239735056626905]]"
41765,41769,0.013000000268221,0.532999992370606,0.079000003635883,0.175999999046326,cs,70.0,"[[520363.30229999963, 152425.7204], [520363.92260000017, 152433.57049999945]]","[[21.35637269032298, 49.23976454387994], [21.356379907269215, 49.2398352141254]]"
41775,98715,0.013000000268221,0.567999958992004,0.074999995529652,0.202999994158745,cs,70.0,"[[520369.2324999999, 152425.97020000033], [520367.70239999983, 152425.55030000024], [520364.4523, 152425.5002999995], [520363.28809999954, 152425.55069999956], [520362.37229999993, 152425.59039999917], [520361.54229999986, 152425.82039999962]]","[[21.356449554621086, 49.239767224105776], [21.35642975961609, 49.23976333471435], [21.3563876242994, 49.23976264765068], [21.356372524059182, 49.239763016104], [21.356360645682017, 49.23976330642309], [21.35634985976145, 49.23976531507554]]"
2204,41770,0.012000000104308,1.039999961853027,0.081000000238419,0.119999997317791,cs,35.0,"[[520369.32210000046, 152414.36999999918], [520368.7522999998, 152414.4553999994], [520368.41500000004, 152414.5058999993], [520363.3119999999, 152415.2701999992], [520363.2620000001, 152414.89020000026], [520363.1919999998, 152414.83019999973]]","[[21.356451936558535, 49.23966286716428], [21.356444539600666, 49.23966359389439], [21.356440160887566, 49.23966402360896], [21.35637391545059, 49.23967052730959], [21.3563733071309, 49.23966710491512], [21.356372405829205, 49.239666560003656]]"
41760,41762,0.007000000216067,2.233428478240967,0.094142854213715,0.079000003635883,cs,10.0,"[[520367.1612999998, 152391.68979999982], [520367.14130000025, 152391.68979999982], [520366.77130000014, 152390.8797999993], [520366.5911999997, 152389.3398000002], [520366.4511000002, 152387.38969999924], [520367.53110000025, 152386.3596999999]]","[[21.35642630556866, 49.2394586625672], [21.35642604625145, 49.23945866110743], [21.35642133408767, 49.239451346776804], [21.356419160930997, 49.23943747871791], [21.356417549548482, 49.23941992403303], [21.356431661012845, 49.239410736263125]]"
41767,90868,0.010999999940395,0.77099996805191,0.081000000238419,0.14300000667572,cs,50.0,"[[520363.5044, 152491.20130000077], [520363.3446000004, 152496.4313999992]]","[[21.35636842206784, 49.24035367038454], [21.35636579986574, 49.24040071233683]]"
41750,41751,0.009999999776483,2.233400106430054,0.094200000166893,0.079000003635883,cs,10.0,"[[520368.9018000001, 152404.38990000077], [520368.8817999996, 152404.38990000077], [520368.49170000013, 152403.60989999957], [520368.1216000002, 152401.08990000002], [520369.06159999967, 152399.66980000027], [520369.0416000001, 152399.66980000027]]","[[21.35644753676697, 49.239573048553844], [21.356447277449213, 49.2395730470941], [21.356442301503037, 49.239566001198305], [21.356437767903962, 49.23954330250938], [21.356450105207095, 49.23953059490777], [21.35644984588955, 49.23953059344805]]"
